Z,N,Skyrme,Skyrme_sd,UNEDF,UNEDF_sd,Gogny,Gogny_sd,Astro,Astro_sd
10,17,208.3236685,2.355688009676522,202.407045,4.337451867971921,203.367655,2.7438302836586077,203.51612649999998,0.19251194249838557
10,18,213.6566205,2.23998285102743,206.81186866666667,4.4940638533154385,207.68841749999999,2.9274835924022655,207.9417855,0.8601451947319744
10,19,213.9239245,2.2437826430137338,207.28098433333332,4.68501138005345,209.3138395,3.9096704678195744,208.0424445,0.944066041736761
10,20,217.82781,2.230009286898757,210.60266633333333,4.767819146725489,212.9603375,4.337532295834157,212.328103,0.15824625498886083
10,21,216.7326275,2.8838085715939816,209.59583733333332,4.875117641854406,211.196299,4.955685751054237,211.04376200000002,1.8190152240396413
10,22,219.16428000000002,3.581086655374965,211.36725166666668,4.858685945085401,212.8536585,5.1879568936451825,213.99942099999998,1.796870053866462
10,23,218.335084,3.983732185998454,210.5864653333333,5.038802043960876,212.563049,5.844967280704997,212.43008,2.0929229352271808
10,24,220.83091325,4.427576246367104,212.31245866666669,5.123718354128584,213.69728600000002,6.180544602706952,214.330739,2.0919909684895983
10,25,219.1523535,4.926490884508672,210.82514666666665,5.309583726652444,212.2307975,6.681702998339027,211.881398,2.2041960867418413
10,26,220.68619049999998,5.44986689941669,211.71524233333332,5.448654325443725,212.126541,7.103242584623025,212.807057,1.6446497628668522
10,27,218.509573,5.977920153554242,209.93352666666667,5.533481937052863,210.425112,7.687218033574427,211.032716,2.1033372039005096
11,8,136.591576,1.5096573537208113,131.178949,3.651374594674314,133.7767135,0.7200404713212543,132.8246885,0.6439076984044282
11,9,147.17664875,1.423086183431483,142.60039666666668,3.603594977541506,145.83404000000002,1.0376806156048182,146.465347,0.3752573261350215
11,10,162.514849,1.2481091100714385,158.116199,3.0751121375369417,160.811646,0.31657170593721556,163.216006,0.37618929287262376
11,11,171.92731924999998,1.437062504014912,167.92503033333332,3.09500106041603,171.83706,0.5444057534761841,173.35166500000003,0.5963243617780574
11,12,185.381055,1.6162041345999683,181.06207433333336,2.848850575694407,182.00559399999997,3.012311657407315,185.932324,0.11642371730880245
11,13,192.66685175,1.8754611327028219,188.63348599999998,3.4018277774684615,190.99911600000001,1.0978752016736646,192.522983,0.14563995529388107
11,14,204.00610075,2.1408641948165665,199.53534066666666,3.7100882411250566,199.96561400000002,1.3868329735920046,202.138642,0.2809222104569257
